 

stn;time;tre200s0
BER;201908190600;16.7
BER;201908190610;16.8
BER;201908190620;17.1
BER;201908190630;17.2
BER;201908190640;17.2
BER;201908190650;17.3
BER;201908190700;17.5
BER;201908190710;17.6
BER;201908190720;17.6
BER;201908190730;17.6
BER;201908190740;17.5
BER;201908190750;17.8
BER;201908190800;18.0
BER;201908190810;18.4
BER;201908190820;18.7
BER;201908190830;18.5
BER;201908190840;18.6
BER;201908190850;18.8
BER;201908190900;19.1
BER;201908190910;19.7
BER;201908190920;19.7
BER;201908190930;19.4
BER;201908190940;19.6
BER;201908190950;20.1
BER;201908191000;20.4
BER;201908191010;20.8
BER;201908191020;20.7
BER;201908191030;20.6
BER;201908191040;20.5
BER;201908191050;20.7
BER;201908191100;20.9
BER;201908191110;20.9
BER;201908191120;20.9
BER;201908191130;20.7
BER;201908191140;21.3
BER;201908191150;22.1
BER;201908191200;21.4
BER;201908191210;21.4
BER;201908191220;21.6
BER;201908191230;21.5
BER;201908191240;21.4
BER;201908191250;21.8
BER;201908191300;22.3
BER;201908191310;22.3
BER;201908191320;22.0
BER;201908191330;21.6
BER;201908191340;21.9
BER;201908191350;21.7
BER;201908191400;21.4
BER;201908191410;21.5
BER;201908191420;21.5
BER;201908191430;21.5
BER;201908191440;20.4
BER;201908191450;20.2
BER;201908191500;20.2
BER;201908191510;20.0
BER;201908191520;20.1
BER;201908191530;19.9
BER;201908191540;19.6
BER;201908191550;19.3
BER;201908191600;19.2
BER;201908191610;18.9
BER;201908191620;18.8
BER;201908191630;18.7
BER;201908191640;18.2
BER;201908191650;17.9
BER;201908191700;17.4
BER;201908191710;17.4
BER;201908191720;17.4
BER;201908191730;17.4
BER;201908191740;17.5
BER;201908191750;17.6
BER;201908191800;17.3
BER;201908191810;17.0
BER;201908191820;16.9
BER;201908191830;16.8
BER;201908191840;16.9
BER;201908191850;16.8
BER;201908191900;16.6
BER;201908191910;16.5
BER;201908191920;16.5
BER;201908191930;16.4
BER;201908191940;16.3
BER;201908191950;16.4
BER;201908192000;16.2
BER;201908192010;16.2
BER;201908192020;16.2
BER;201908192030;16.1
BER;201908192040;16.2
BER;201908192050;16.0
BER;201908192100;16.1
BER;201908192110;16.2
BER;201908192120;16.2
BER;201908192130;15.8
BER;201908192140;15.9
BER;201908192150;15.9
BER;201908192200;15.9
BER;201908192210;15.7
BER;201908192220;15.8
BER;201908192230;15.8
BER;201908192240;15.8
BER;201908192250;15.8
BER;201908192300;15.7
BER;201908192310;15.8
BER;201908192320;15.7
BER;201908192330;15.7
BER;201908192340;15.7
BER;201908192350;15.7
BER;201908200000;15.7
BER;201908200010;15.8
BER;201908200020;15.5
BER;201908200030;15.5
BER;201908200040;15.5
BER;201908200050;15.3
BER;201908200100;15.4
BER;201908200110;15.5
BER;201908200120;15.4
BER;201908200130;15.3
BER;201908200140;15.3
BER;201908200150;15.3
BER;201908200200;15.3
BER;201908200210;15.3
BER;201908200220;15.3
BER;201908200230;15.2
BER;201908200240;15.3
BER;201908200250;15.2
BER;201908200300;15.1
BER;201908200310;15.2
BER;201908200320;15.4
BER;201908200330;15.4
BER;201908200340;15.2
BER;201908200350;15.1
BER;201908200400;15.2
BER;201908200410;15.2
BER;201908200420;15.3
BER;201908200430;15.2
BER;201908200440;15.3
BER;201908200450;15.3
BER;201908200500;15.2
BER;201908200510;15.2
BER;201908200520;15.3
BER;201908200530;15.3
BER;201908200540;15.4
BER;201908200550;15.5
BER;201908200600;15.5
BER;201908200610;15.6
BER;201908200620;15.6
BER;201908200630;15.6
BER;201908200640;15.5
BER;201908200650;15.5
BER;201908200700;15.6
BER;201908200710;15.5
BER;201908200720;15.6
BER;201908200730;15.6
BER;201908200740;15.6
BER;201908200750;15.6
BER;201908200800;15.8
BER;201908200810;15.9
BER;201908200820;16.0
BER;201908200830;16.1
BER;201908200840;16.3
BER;201908200850;16.4
BER;201908200900;16.5
BER;201908200910;16.7
BER;201908200920;16.5
BER;201908200930;16.6
BER;201908200940;16.7
BER;201908200950;16.6
BER;201908201000;16.6
BER;201908201010;16.5
BER;201908201020;16.8
BER;201908201030;16.7
BER;201908201040;16.7
BER;201908201050;16.5
BER;201908201100;16.7
BER;201908201110;16.8
BER;201908201120;16.5
BER;201908201130;16.5
BER;201908201140;16.5
BER;201908201150;16.1
BER;201908201200;15.7
BER;201908201210;15.7
BER;201908201220;15.9
BER;201908201230;15.8
BER;201908201240;15.6
BER;201908201250;15.4
BER;201908201300;15.4
BER;201908201310;15.0
BER;201908201320;14.9
BER;201908201330;14.9
BER;201908201340;14.8
BER;201908201350;14.7
BER;201908201400;14.6
BER;201908201410;14.7
BER;201908201420;14.7
BER;201908201430;14.8
BER;201908201440;14.7
BER;201908201450;14.6
BER;201908201500;14.5
BER;201908201510;14.4
BER;201908201520;14.5
BER;201908201530;14.5
BER;201908201540;14.5
BER;201908201550;14.5
BER;201908201600;14.3
BER;201908201610;14.4
BER;201908201620;14.5
BER;201908201630;14.1
BER;201908201640;14.0
BER;201908201650;13.9
BER;201908201700;14.0
BER;201908201710;13.9
BER;201908201720;13.8
BER;201908201730;13.7
BER;201908201740;13.7
BER;201908201750;13.7
BER;201908201800;13.6
BER;201908201810;13.4
BER;201908201820;13.3
BER;201908201830;13.1
BER;201908201840;13.1
BER;201908201850;13.4
BER;201908201900;13.3
BER;201908201910;13.4
BER;201908201920;13.4
BER;201908201930;13.5
BER;201908201940;13.4
BER;201908201950;13.3
BER;201908202000;13.3
BER;201908202010;13.1
BER;201908202020;13.1
BER;201908202030;13.1
BER;201908202040;13.1
BER;201908202050;13.1
BER;201908202100;13.0
BER;201908202110;13.1
BER;201908202120;12.8
BER;201908202130;12.8
BER;201908202140;12.8
BER;201908202150;12.9
BER;201908202200;13.0
BER;201908202210;12.9
BER;201908202220;12.8
BER;201908202230;12.8
BER;201908202240;12.8
BER;201908202250;12.7
BER;201908202300;12.6
BER;201908202310;12.4
BER;201908202320;12.4
BER;201908202330;12.3
BER;201908202340;12.3
BER;201908202350;12.1
BER;201908210000;12.1
BER;201908210010;12.1
BER;201908210020;12.1
BER;201908210030;12.0
BER;201908210040;11.7
BER;201908210050;11.8
BER;201908210100;11.9
BER;201908210110;11.7
BER;201908210120;11.5
BER;201908210130;11.4
BER;201908210140;11.1
BER;201908210150;11.3
BER;201908210200;11.2
BER;201908210210;11.0
BER;201908210220;11.0
BER;201908210230;10.8
BER;201908210240;11.0
BER;201908210250;11.2
BER;201908210300;11.0
BER;201908210310;10.9
BER;201908210320;10.9
BER;201908210330;10.9
BER;201908210340;11.0
BER;201908210350;11.0
BER;201908210400;10.9
BER;201908210410;10.8
BER;201908210420;10.9
BER;201908210430;10.9
BER;201908210440;11.0
BER;201908210450;11.0
BER;201908210500;11.2
BER;201908210510;11.2
BER;201908210520;11.2
BER;201908210530;11.4
BER;201908210540;11.5
BER;201908210550;11.6
BER;201908210600;11.8
BER;201908210610;12.1
BER;201908210620;12.1
BER;201908210630;12.3
BER;201908210640;12.4
BER;201908210650;12.6
BER;201908210700;12.6
BER;201908210710;12.8
BER;201908210720;12.8
BER;201908210730;13.2
BER;201908210740;13.5
BER;201908210750;13.6
BER;201908210800;14.1
BER;201908210810;13.9
BER;201908210820;14.8
BER;201908210830;14.9
BER;201908210840;15.6
BER;201908210850;15.2
BER;201908210900;15.1
BER;201908210910;15.0
BER;201908210920;15.0
BER;201908210930;15.1
BER;201908210940;16.2
BER;201908210950;15.2
BER;201908211000;15.9
BER;201908211010;16.3
BER;201908211020;15.9
BER;201908211030;15.9
BER;201908211040;16.4
BER;201908211050;16.3
BER;201908211100;17.0
BER;201908211110;16.9
BER;201908211120;16.6
BER;201908211130;17.0
BER;201908211140;17.4
BER;201908211150;17.1
BER;201908211200;17.0
BER;201908211210;17.5
BER;201908211220;18.1
BER;201908211230;18.3
BER;201908211240;17.5
BER;201908211250;18.2
BER;201908211300;18.0
BER;201908211310;17.8
BER;201908211320;18.9
BER;201908211330;17.9
BER;201908211340;18.1
BER;201908211350;19.2
BER;201908211400;18.5
BER;201908211410;18.9
BER;201908211420;18.6
BER;201908211430;18.2
BER;201908211440;18.3
BER;201908211450;18.0
BER;201908211500;18.2
BER;201908211510;18.3
BER;201908211520;18.0
BER;201908211530;18.0
BER;201908211540;17.9
BER;201908211550;17.8
BER;201908211600;17.8
BER;201908211610;17.5
BER;201908211620;17.8
BER;201908211630;17.8
BER;201908211640;17.7
BER;201908211650;17.6
BER;201908211700;17.5
BER;201908211710;17.6
BER;201908211720;17.5
BER;201908211730;17.4
BER;201908211740;17.4
BER;201908211750;17.5
BER;201908211800;17.3
BER;201908211810;17.2
BER;201908211820;17.2
BER;201908211830;17.1
BER;201908211840;17.0
BER;201908211850;16.8
BER;201908211900;16.8
BER;201908211910;16.7
BER;201908211920;16.6
BER;201908211930;16.4
BER;201908211940;16.4
BER;201908211950;16.4
BER;201908212000;16.1
BER;201908212010;16.1
BER;201908212020;15.9
BER;201908212030;15.9
BER;201908212040;16.0
BER;201908212050;16.1
BER;201908212100;15.8
BER;201908212110;15.7
BER;201908212120;15.6
BER;201908212130;15.7
BER;201908212140;15.7
BER;201908212150;15.6
BER;201908212200;15.5
BER;201908212210;15.5
BER;201908212220;15.4
BER;201908212230;15.4
BER;201908212240;15.2
BER;201908212250;15.0
BER;201908212300;14.8
BER;201908212310;14.5
BER;201908212320;14.3
BER;201908212330;14.0
BER;201908212340;13.9
BER;201908212350;13.5
BER;201908220000;13.6
BER;201908220010;12.8
BER;201908220020;13.1
BER;201908220030;12.9
BER;201908220040;13.0
BER;201908220050;13.1
BER;201908220100;13.0
BER;201908220110;12.9
BER;201908220120;13.1
BER;201908220130;13.1
BER;201908220140;13.2
BER;201908220150;13.3
BER;201908220200;13.3
BER;201908220210;13.3
BER;201908220220;13.5
BER;201908220230;13.5
BER;201908220240;13.6
BER;201908220250;13.6
BER;201908220300;13.6
BER;201908220310;13.6
BER;201908220320;13.5
BER;201908220330;13.2
BER;201908220340;12.8
BER;201908220350;12.6
BER;201908220400;12.4
BER;201908220410;12.2
BER;201908220420;12.2
BER;201908220430;11.9
BER;201908220440;11.7
BER;201908220450;11.6
BER;201908220500;11.9
BER;201908220510;11.9
BER;201908220520;11.8
BER;201908220530;12.0
BER;201908220540;12.1
BER;201908220550;12.3
BER;201908220600;12.7
BER;201908220610;13.1
BER;201908220620;13.1
BER;201908220630;13.1
BER;201908220640;13.3
BER;201908220650;13.5
BER;201908220700;13.7
BER;201908220710;14.0
BER;201908220720;14.4
BER;201908220730;14.4
BER;201908220740;14.6
BER;201908220750;14.7
BER;201908220800;15.3
BER;201908220810;15.3
BER;201908220820;15.5
BER;201908220830;15.6
BER;201908220840;15.7
BER;201908220850;15.8
BER;201908220900;15.8
BER;201908220910;15.9
BER;201908220920;16.2
BER;201908220930;16.5
BER;201908220940;16.8
BER;201908220950;16.4
BER;201908221000;16.6
BER;201908221010;16.2
BER;201908221020;16.1
BER;201908221030;16.3
BER;201908221040;16.4
BER;201908221050;16.5
BER;201908221100;16.6
BER;201908221110;16.8
BER;201908221120;17.2
BER;201908221130;17.1
BER;201908221140;16.7
BER;201908221150;17.0
BER;201908221200;17.0
BER;201908221210;17.3
BER;201908221220;17.1
BER;201908221230;17.1
BER;201908221240;16.9
BER;201908221250;17.1
BER;201908221300;17.6
BER;201908221310;18.2
BER;201908221320;18.1
BER;201908221330;17.8
BER;201908221340;18.8
BER;201908221350;18.9
BER;201908221400;18.4
BER;201908221410;19.7
BER;201908221420;19.2
BER;201908221430;19.1
BER;201908221440;19.0
BER;201908221450;19.3
BER;201908221500;19.4
BER;201908221510;19.0
BER;201908221520;19.5
BER;201908221530;19.3
BER;201908221540;19.4
BER;201908221550;19.2
BER;201908221600;19.9
BER;201908221610;19.5
BER;201908221620;19.7
BER;201908221630;19.8
BER;201908221640;19.4
BER;201908221650;19.5
BER;201908221700;19.4
BER;201908221710;19.2
BER;201908221720;19.0
BER;201908221730;18.9
BER;201908221740;18.8
BER;201908221750;18.4
BER;201908221800;18.1
BER;201908221810;17.9
BER;201908221820;17.3
BER;201908221830;17.1
BER;201908221840;17.0
BER;201908221850;16.8
BER;201908221900;16.5
BER;201908221910;15.8
BER;201908221920;16.3
BER;201908221930;15.9
BER;201908221940;15.7
BER;201908221950;15.7
BER;201908222000;15.4
BER;201908222010;15.3
BER;201908222020;15.1
BER;201908222030;14.9
BER;201908222040;15.0
BER;201908222050;14.7
BER;201908222100;14.8
BER;201908222110;14.4
BER;201908222120;14.5
BER;201908222130;14.5
BER;201908222140;14.3
BER;201908222150;14.2
BER;201908222200;14.1
BER;201908222210;14.0
BER;201908222220;14.1
BER;201908222230;13.9
BER;201908222240;13.9
BER;201908222250;13.8
BER;201908222300;13.6
BER;201908222310;13.7
BER;201908222320;13.8
BER;201908222330;13.9
BER;201908222340;13.8
BER;201908222350;13.8
BER;201908230000;13.7
BER;201908230010;13.5
BER;201908230020;13.1
BER;201908230030;13.0
BER;201908230040;12.5
BER;201908230050;12.5
BER;201908230100;12.5
BER;201908230110;12.4
BER;201908230120;12.3
BER;201908230130;12.0
BER;201908230140;12.1
BER;201908230150;11.9
BER;201908230200;11.8
BER;201908230210;11.7
BER;201908230220;11.7
BER;201908230230;11.3
BER;201908230240;11.3
BER;201908230250;11.7
BER;201908230300;11.4
BER;201908230310;11.2
BER;201908230320;11.1
BER;201908230330;10.9
BER;201908230340;10.8
BER;201908230350;10.8
BER;201908230400;10.9
BER;201908230410;10.9
BER;201908230420;10.8
BER;201908230430;11.0
BER;201908230440;11.1
BER;201908230450;11.1
BER;201908230500;11.1
BER;201908230510;11.1
BER;201908230520;11.1
BER;201908230530;11.0
BER;201908230540;11.3
BER;201908230550;11.7
BER;201908230600;12.2
BER;201908230610;12.4
BER;201908230620;12.5
BER;201908230630;12.8
BER;201908230640;12.9
BER;201908230650;13.1
BER;201908230700;13.2
BER;201908230710;13.4
BER;201908230720;13.6
BER;201908230730;13.9
BER;201908230740;13.9
BER;201908230750;14.1
BER;201908230800;14.3
BER;201908230810;14.4
BER;201908230820;15.0
BER;201908230830;15.0
BER;201908230840;15.1
BER;201908230850;14.9
BER;201908230900;15.0
BER;201908230910;15.2
BER;201908230920;15.1
BER;201908230930;15.4
BER;201908230940;15.8
BER;201908230950;15.8
BER;201908231000;15.9
BER;201908231010;15.8
BER;201908231020;16.0
BER;201908231030;16.0
BER;201908231040;16.3
BER;201908231050;16.2
BER;201908231100;16.6
BER;201908231110;16.4
BER;201908231120;16.7
BER;201908231130;16.8
BER;201908231140;16.8
BER;201908231150;16.8
BER;201908231200;16.9
BER;201908231210;17.1
BER;201908231220;16.9
BER;201908231230;17.1
BER;201908231240;17.6
BER;201908231250;18.0
BER;201908231300;18.0
BER;201908231310;17.9
BER;201908231320;18.1
BER;201908231330;19.1
BER;201908231340;18.6
BER;201908231350;18.7
BER;201908231400;19.0
BER;201908231410;19.1
BER;201908231420;19.6
BER;201908231430;19.0
BER;201908231440;19.2
BER;201908231450;19.5
BER;201908231500;19.7
BER;201908231510;19.8
BER;201908231520;20.0
BER;201908231530;19.8
BER;201908231540;19.8
BER;201908231550;19.7
BER;201908231600;19.6
BER;201908231610;19.9
BER;201908231620;19.4
BER;201908231630;19.4
BER;201908231640;19.3
BER;201908231650;19.2
BER;201908231700;19.2
BER;201908231710;19.1
BER;201908231720;18.9
BER;201908231730;18.8
BER;201908231740;18.7
BER;201908231750;18.6
BER;201908231800;18.4
BER;201908231810;18.0
BER;201908231820;17.6
BER;201908231830;17.2
BER;201908231840;17.1
BER;201908231850;15.7
BER;201908231900;16.3
BER;201908231910;15.6
BER;201908231920;14.9
BER;201908231930;15.3
BER;201908231940;15.0
BER;201908231950;14.8
BER;201908232000;14.6
BER;201908232010;14.4
BER;201908232020;14.5
BER;201908232030;14.2
BER;201908232040;14.4
BER;201908232050;14.5
BER;201908232100;14.4
BER;201908232110;14.3
BER;201908232120;14.2
BER;201908232130;14.2
BER;201908232140;13.8
BER;201908232150;13.7
BER;201908232200;13.5
BER;201908232210;13.5
BER;201908232220;13.4
BER;201908232230;13.6
BER;201908232240;13.6
BER;201908232250;13.2
BER;201908232300;12.5
BER;201908232310;12.7
BER;201908232320;11.8
BER;201908232330;12.6
BER;201908232340;12.0
BER;201908232350;12.4
BER;201908240000;12.4
BER;201908240010;12.6
BER;201908240020;12.7
BER;201908240030;12.1
BER;201908240040;12.5
BER;201908240050;12.4
BER;201908240100;12.4
BER;201908240110;12.5
BER;201908240120;12.2
BER;201908240130;11.3
BER;201908240140;11.3
BER;201908240150;12.2
BER;201908240200;12.0
BER;201908240210;12.4
BER;201908240220;12.8
BER;201908240230;13.0
BER;201908240240;13.3
BER;201908240250;13.3
BER;201908240300;13.4
BER;201908240310;13.4
BER;201908240320;13.4
BER;201908240330;13.1
BER;201908240340;12.9
BER;201908240350;13.1
BER;201908240400;12.7
BER;201908240410;12.6
BER;201908240420;13.4
BER;201908240430;13.3
BER;201908240440;13.4
BER;201908240450;13.6
BER;201908240500;13.6
BER;201908240510;13.9
BER;201908240520;14.0
BER;201908240530;13.7
BER;201908240540;14.0
BER;201908240550;14.2
BER;201908240600;14.6
BER;201908240610;14.7
BER;201908240620;14.9
BER;201908240630;15.0
BER;201908240640;15.2
BER;201908240650;15.4
BER;201908240700;15.7
BER;201908240710;16.1
BER;201908240720;15.9
BER;201908240730;16.3
BER;201908240740;16.8
BER;201908240750;16.9
BER;201908240800;17.3
BER;201908240810;17.9
BER;201908240820;17.6
BER;201908240830;17.9
BER;201908240840;18.5
BER;201908240850;18.9
BER;201908240900;17.7
BER;201908240910;18.7
BER;201908240920;19.4
BER;201908240930;19.9
BER;201908240940;19.2
BER;201908240950;19.6
BER;201908241000;19.9
BER;201908241010;20.1
BER;201908241020;20.5
BER;201908241030;20.8
BER;201908241040;21.1
BER;201908241050;21.3
BER;201908241100;21.4
BER;201908241110;21.4
BER;201908241120;22.6
BER;201908241130;22.1
BER;201908241140;22.8
BER;201908241150;23.1
BER;201908241200;22.8
BER;201908241210;23.4
BER;201908241220;24.0
BER;201908241230;23.7
BER;201908241240;24.0
BER;201908241250;24.3
BER;201908241300;24.5
BER;201908241310;24.9
BER;201908241320;24.4
BER;201908241330;24.8
BER;201908241340;25.1
BER;201908241350;25.1
BER;201908241400;24.8
BER;201908241410;24.8
BER;201908241420;25.0
BER;201908241430;25.1
BER;201908241440;25.1
BER;201908241450;25.2
BER;201908241500;25.1
BER;201908241510;25.1
BER;201908241520;25.0
BER;201908241530;25.5
BER;201908241540;25.3
BER;201908241550;25.0
BER;201908241600;25.0
BER;201908241610;25.0
BER;201908241620;25.0
BER;201908241630;25.0
BER;201908241640;24.6
BER;201908241650;24.5
BER;201908241700;24.5
BER;201908241710;24.5
BER;201908241720;24.2
BER;201908241730;23.8
BER;201908241740;23.6
BER;201908241750;23.2
BER;201908241800;22.4
BER;201908241810;22.0
BER;201908241820;21.3
BER;201908241830;21.8
BER;201908241840;21.4
BER;201908241850;20.4
BER;201908241900;20.1
BER;201908241910;20.6
BER;201908241920;20.1
BER;201908241930;19.3
BER;201908241940;19.2
BER;201908241950;18.8
BER;201908242000;19.2
BER;201908242010;18.7
BER;201908242020;18.2
BER;201908242030;18.2
BER;201908242040;18.4
BER;201908242050;17.2
BER;201908242100;17.4
BER;201908242110;16.9
BER;201908242120;17.2
BER;201908242130;16.7
BER;201908242140;16.0
BER;201908242150;16.3
BER;201908242200;16.3
BER;201908242210;16.2
BER;201908242220;16.1
BER;201908242230;16.1
BER;201908242240;15.9
BER;201908242250;15.9
BER;201908242300;16.0
BER;201908242310;16.1
BER;201908242320;15.4
BER;201908242330;16.0
BER;201908242340;15.7
BER;201908242350;15.8
BER;201908250000;15.5
BER;201908250010;15.3
BER;201908250020;15.3
BER;201908250030;14.9
BER;201908250040;15.0
BER;201908250050;15.6
BER;201908250100;15.0
BER;201908250110;14.4
BER;201908250120;14.4
BER;201908250130;14.8
BER;201908250140;14.5
BER;201908250150;14.4
BER;201908250200;14.7
BER;201908250210;14.2
BER;201908250220;14.2
BER;201908250230;14.2
BER;201908250240;14.5
BER;201908250250;13.9
BER;201908250300;13.9
BER;201908250310;13.7
BER;201908250320;14.3
BER;201908250330;13.9
BER;201908250340;11.9
BER;201908250350;13.3
BER;201908250400;13.5
BER;201908250410;13.3
BER;201908250420;13.8
BER;201908250430;12.9
BER;201908250440;13.1
BER;201908250450;12.3
BER;201908250500;12.6
BER;201908250510;13.0
BER;201908250520;13.3
BER;201908250530;13.5
BER;201908250540;13.7
BER;201908250550;14.0
BER;201908250600;14.5
BER;201908250610;14.8
BER;201908250620;15.1
BER;201908250630;15.1
BER;201908250640;15.7
BER;201908250650;16.2
BER;201908250700;16.5
BER;201908250710;16.9
BER;201908250720;17.4
BER;201908250730;17.8
BER;201908250740;18.8
BER;201908250750;19.3
BER;201908250800;19.4
BER;201908250810;19.4
BER;201908250820;19.7
BER;201908250830;20.3
BER;201908250840;20.3
BER;201908250850;20.9
BER;201908250900;21.2
BER;201908250910;20.9
BER;201908250920;20.8
BER;201908250930;21.5
BER;201908250940;21.8
BER;201908250950;22.1
BER;201908251000;22.8
BER;201908251010;22.8
BER;201908251020;23.5
BER;201908251030;23.2
BER;201908251040;23.7
BER;201908251050;24.3
BER;201908251100;23.7
BER;201908251110;23.9
BER;201908251120;24.8
BER;201908251130;24.3
BER;201908251140;24.4
BER;201908251150;25.1
BER;201908251200;25.0
BER;201908251210;25.5
BER;201908251220;25.3
BER;201908251230;25.3
BER;201908251240;25.6
BER;201908251250;25.8
BER;201908251300;25.7
BER;201908251310;26.3
BER;201908251320;26.4
BER;201908251330;26.5
BER;201908251340;26.6
BER;201908251350;26.3
BER;201908251400;26.6
BER;201908251410;26.6
BER;201908251420;26.8
BER;201908251430;26.6
BER;201908251440;26.8
BER;201908251450;26.7
BER;201908251500;27.0
BER;201908251510;26.8
BER;201908251520;26.7
BER;201908251530;26.7
BER;201908251540;26.9
BER;201908251550;26.9
BER;201908251600;27.0
BER;201908251610;26.9
BER;201908251620;26.8
BER;201908251630;26.7
BER;201908251640;26.6
BER;201908251650;26.7
BER;201908251700;26.4
BER;201908251710;26.4
BER;201908251720;26.0
BER;201908251730;25.4
BER;201908251740;24.7
BER;201908251750;22.8
BER;201908251800;22.2
BER;201908251810;21.4
BER;201908251820;20.9
BER;201908251830;19.9
BER;201908251840;19.1
BER;201908251850;19.3
BER;201908251900;18.5
BER;201908251910;18.3
BER;201908251920;18.4
BER;201908251930;18.3
BER;201908251940;18.7
BER;201908251950;18.1
BER;201908252000;17.8
BER;201908252010;16.7
BER;201908252020;16.5
BER;201908252030;17.0
BER;201908252040;17.5
BER;201908252050;17.7
BER;201908252100;16.8
BER;201908252110;17.3
BER;201908252120;17.2
BER;201908252130;17.1
BER;201908252140;16.0
BER;201908252150;16.0
BER;201908252200;15.8
BER;201908252210;15.2
BER;201908252220;14.9
BER;201908252230;14.1
BER;201908252240;15.6
BER;201908252250;14.5
BER;201908252300;15.0
BER;201908252310;14.7
BER;201908252320;14.0
BER;201908252330;14.0
BER;201908252340;14.2
BER;201908252350;14.4
BER;201908260000;13.5
BER;201908260010;13.5
BER;201908260020;14.0
BER;201908260030;13.6
BER;201908260040;13.5
BER;201908260050;13.7
BER;201908260100;13.2
BER;201908260110;13.4
BER;201908260120;13.8
BER;201908260130;12.5
BER;201908260140;13.1
BER;201908260150;13.4
BER;201908260200;12.1
BER;201908260210;12.5
BER;201908260220;12.4
BER;201908260230;12.5
BER;201908260240;12.5
BER;201908260250;12.5
BER;201908260300;12.4
BER;201908260310;12.7
BER;201908260320;12.4
BER;201908260330;12.1
BER;201908260340;12.0
BER;201908260350;12.1
BER;201908260400;11.4
BER;201908260410;11.6
BER;201908260420;11.9
BER;201908260430;11.5
BER;201908260440;11.6
BER;201908260450;11.9
BER;201908260500;11.6
BER;201908260510;11.7
BER;201908260520;12.0
BER;201908260530;12.1
BER;201908260540;12.4
BER;201908260550;12.8
BER;201908260600;13.4
BER;201908260610;13.7
BER;201908260620;14.2
BER;201908260630;14.5
BER;201908260640;15.1
BER;201908260650;15.8
BER;201908260700;16.2
BER;201908260710;16.9
BER;201908260720;18.0
BER;201908260730;18.4
BER;201908260740;18.7
BER;201908260750;19.0
BER;201908260800;19.3
BER;201908260810;19.6
BER;201908260820;20.6
BER;201908260830;20.7
BER;201908260840;20.9
BER;201908260850;20.9
BER;201908260900;21.8
BER;201908260910;22.0
BER;201908260920;22.4
BER;201908260930;22.6
BER;201908260940;22.7
BER;201908260950;23.2
BER;201908261000;22.9
BER;201908261010;23.5
BER;201908261020;23.6
BER;201908261030;23.5
BER;201908261040;24.0
BER;201908261050;24.2
BER;201908261100;24.4
BER;201908261110;24.9
BER;201908261120;24.5
BER;201908261130;25.5
BER;201908261140;26.2
BER;201908261150;25.2
BER;201908261200;25.3
BER;201908261210;25.4
BER;201908261220;25.6
BER;201908261230;26.0
BER;201908261240;26.4
BER;201908261250;26.2
BER;201908261300;26.5
BER;201908261310;26.2
BER;201908261320;26.8
BER;201908261330;26.6
BER;201908261340;26.8
BER;201908261350;27.0
BER;201908261400;27.2
BER;201908261410;27.0
BER;201908261420;27.1
BER;201908261430;27.1
BER;201908261440;27.1
BER;201908261450;27.2
BER;201908261500;27.1
BER;201908261510;27.0
BER;201908261520;27.2
BER;201908261530;27.1
BER;201908261540;27.1
BER;201908261550;27.2
BER;201908261600;27.3
BER;201908261610;27.2
BER;201908261620;27.4
BER;201908261630;26.8
BER;201908261640;27.0
BER;201908261650;26.4
BER;201908261700;26.3
BER;201908261710;25.8
BER;201908261720;26.0
BER;201908261730;24.5
BER;201908261740;24.8
BER;201908261750;22.8
BER;201908261800;20.9
BER;201908261810;20.8
BER;201908261820;20.1
BER;201908261830;18.8
BER;201908261840;18.9
BER;201908261850;18.5
BER;201908261900;18.6
BER;201908261910;17.6
BER;201908261920;17.7
BER;201908261930;17.6
BER;201908261940;17.8
BER;201908261950;17.4
BER;201908262000;17.7
BER;201908262010;16.3
BER;201908262020;17.4
BER;201908262030;17.1
BER;201908262040;17.4
BER;201908262050;16.4
BER;201908262100;17.0
BER;201908262110;17.4
BER;201908262120;16.2
BER;201908262130;16.5
BER;201908262140;16.8
BER;201908262150;16.2
BER;201908262200;16.5
BER;201908262210;16.6
BER;201908262220;15.9
BER;201908262230;15.4
BER;201908262240;15.3
BER;201908262250;15.7
BER;201908262300;15.1
BER;201908262310;14.5
BER;201908262320;14.4
BER;201908262330;14.8
BER;201908262340;14.8
BER;201908262350;14.6
BER;201908270000;14.4
BER;201908270010;14.8
BER;201908270020;14.3
BER;201908270030;14.9
BER;201908270040;14.8
BER;201908270050;14.3
BER;201908270100;13.9
BER;201908270110;14.4
BER;201908270120;13.8
BER;201908270130;14.0
BER;201908270140;14.0
BER;201908270150;13.5
BER;201908270200;14.3
BER;201908270210;13.2
BER;201908270220;13.9
BER;201908270230;12.8
BER;201908270240;12.6
BER;201908270250;13.3
BER;201908270300;12.5
BER;201908270310;12.8
BER;201908270320;12.1
BER;201908270330;12.9
BER;201908270340;13.1
BER;201908270350;13.3
BER;201908270400;13.2
BER;201908270410;12.9
BER;201908270420;12.7
BER;201908270430;12.6
BER;201908270440;12.6
BER;201908270450;12.8
BER;201908270500;12.8
BER;201908270510;13.2
BER;201908270520;13.0
BER;201908270530;12.5
BER;201908270540;13.7
BER;201908270550;14.1
BER;201908270600;14.8
BER;201908270610;14.7
BER;201908270620;14.8
BER;201908270630;15.6
BER;201908270640;16.4
BER;201908270650;17.1
BER;201908270700;17.5
BER;201908270710;18.1
BER;201908270720;18.7
BER;201908270730;19.1
BER;201908270740;19.7
BER;201908270750;20.2
BER;201908270800;20.3
