"time","time_orig","p_id","lon","lat","altitude","z","ta_int","UTM_x","UTM_y","cws_be_2019_meta$p_id"
2019-06-26 20:00:00,2019-06-26 19:56:21,7025,7.4345998764038,46.925399780273,-999,631,36.9,380824.983041223,5198063.46324854,7025
2019-06-26 20:00:00,NA,7063,7.4461998939514,46.956199645996,-999,544,NA,381775.91891012,5201468.4580386,7063
2019-06-26 20:00:00,2019-06-26 19:51:38,7064,7.4499001502991,46.939399719238,-999,530,33.2,382020.540185797,5199596.03114162,7064
2019-06-26 20:00:00,2019-06-26 20:00:37,7065,7.4548997879028,46.950401306152,-999,510,33.5,382425.15631221,5200811.04481482,7065
2019-06-26 20:00:00,2019-06-26 19:57:28,7068,7.4384999275208,46.978000640869,-999,522,30.5,381238.333574748,5203902.69195332,7068
2019-06-26 20:00:00,2019-06-26 19:58:09,7069,7.4713001251221,46.94580078125,522,563,32.4,383663.15528304,5200275.35342853,7069
2019-06-26 20:00:00,2019-06-26 19:57:28,7070,7.4839000701904,47.016799926758,444,530,NA,384774.691558276,5208146.39643671,7070
2019-06-26 20:00:00,2019-06-26 19:53:40,7071,7.4173002243042,46.999698638916,-999,593,30.8,379674.708323896,5206346.19599028,7071
2019-06-26 20:00:00,2019-06-26 19:52:49,7083,7.489168,46.959118,551,551,34.3,385051.435478966,5201728.83994185,7083
2019-06-26 20:00:00,2019-06-26 19:56:47,7089,7.4204724010467,46.927516062222,568,567,33.2,379754.20317054,5198320.19578718,7089
2019-06-26 20:00:00,2019-06-26 19:56:30,7094,7.4231850216518,46.933562077417,613,565,35.1,379974.21587444,5198987.88647809,7094
